File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210208_132706
MTP,6
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
400,"57,653","54,096","52,488","59,792","35,327","61,576","68,906","52,002","57,543","61,510","72,376","75,286","63,604","56,125","63,871","42,890","35,700","66,147","65,929","50,682","49,929","67,955","70,322","51,976","70,820","45,531","46,802","48,584","31,398","66,247","56,718","31,227","48,076","60,406","50,953","54,222","59,522","33,176","30,714","63,306","47,696","64,563","54,722","32,316","31,316","67,941","69,496","49,390","54,357","24,745","34,553","48,845","49,541","42,063","33,900","27,884","54,165","61,043","49,861","36,300","40,188","26,837","38,837","39,037","51,100","42,247","54,480","32,112","33,594","57,578","69,955","52,143","66,618","28,078","45,051","36,355","55,086","36,692","44,610","47,384","30,459","65,024","32,845","47,718","28,914","50,061","57,769","62,004","46,576","55,757","59,733","49,778","45,643","70,906","46,337","27,649"
420,"61,888","57,767","55,520","64,531","37,741","65,163","71,247","55,949","61,225","65,786","75,388","78,251","67,598","61,818","68,629","43,853","38,655","69,508","68,559","54,165","52,961","69,794","72,202","54,594","73,743","48,222","49,998","50,294","33,212","68,914","60,863","33,045","51,161","64,516","53,998","57,225","63,755","36,404","33,120","67,290","51,351","67,253","59,182","34,216","32,639","70,067","72,345","52,302","57,575","24,976","37,782","52,153","52,973","43,933","36,718","28,569","58,227","65,884","52,353","39,551","42,908","27,788","41,763","41,708","55,280","44,088","58,937","34,447","35,537","61,951","72,710","56,035","68,459","28,200","47,735","40,012","60,006","40,247","47,169","50,208","31,192","67,349","34,159","50,396","29,018","53,390","62,102","65,863","49,449","60,137","63,559","52,688","48,484","74,071","48,975","27,635"
440,"65,708","62,273","59,002","66,825","41,124","69,006","73,612","59,996","65,392","69,031","78,151","82,698","69,475","65,404","71,253","45,241","42,347","71,712","70,794","57,771","56,125","71,663","75,135","57,547","77,553","52,125","53,525","52,506","35,502","72,416","64,894","35,292","54,786","68,357","57,457","60,457","65,920","38,853","36,224","69,465","55,229","71,955","63,822","37,194","34,653","73,137","75,920","55,280","61,120","25,447","41,022","56,088","56,669","45,998","39,920","29,476","62,755","68,390","55,127","43,225","44,690","29,090","44,073","43,978","60,210","46,482","63,535","37,327","38,076","65,206","75,725","59,788","70,955","28,378","50,690","43,335","64,741","42,596","49,941","53,710","32,104","70,006","35,727","53,886","28,871","57,488","64,724","68,257","52,906","64,978","66,225","56,137","51,686","77,786","51,833","27,590"
460,"67,592","65,755","62,659","68,839","44,831","73,661","76,706","64,233","67,390","71,267","82,390","88,424","71,586","69,094","72,757","47,253","46,443","74,080","73,451","61,808","59,353","74,037","78,120","60,590","82,159","56,178","57,484","54,614","38,239","75,751","67,400","38,204","58,516","69,945","61,545","64,239","67,471","40,818","39,965","71,631","59,873","77,659","67,433","40,986","37,255","76,841","79,249","58,347","64,765","25,990","42,790","60,194","61,312","48,339","41,922","30,871","65,402","70,686","58,225","45,124","46,520","30,988","46,073","46,204","63,873","49,455","66,233","41,014","41,275","67,696","79,441","64,729","73,447","28,598","54,145","45,733","67,820","45,002","53,265","57,412","33,227","73,212","37,851","57,888","29,063","61,841","67,229","71,349","56,486","67,669","67,906","59,820","55,031","83,082","55,102","27,733"
480,"68,600","66,853","65,265","70,524","45,951","76,176","78,769","66,735","68,916","72,314","85,575","91,853","73,282","72,825","73,424","48,769","48,616","75,304","75,692","65,202","62,539","75,371","81,004","63,108","86,224","60,071","61,461","56,175","41,524","78,790","68,594","41,320","61,841","70,912","64,965","65,445","68,745","42,971","42,937","73,043","62,341","82,471","69,271","43,167","39,947","80,037","82,851","61,157","65,861","26,361","44,971","63,261","64,476","50,167","43,312","32,788","67,278","72,216","60,841","46,729","48,469","33,406","48,598","48,227","65,718","52,025","67,608","42,400","43,763","69,006","83,394","67,957","75,586","28,710","57,594","48,231","70,267","46,714","55,965","60,955","34,488","75,792","40,212","61,380","28,849","64,120","69,202","73,714","59,704","69,569","69,135","63,525","58,451","87,284","57,871","27,445"
500,"71,555","69,696","67,475","74,741","48,808","78,492","83,694","69,473","72,092","75,212","91,006","96,386","76,665","78,778","75,851","51,547","52,390","78,910","79,653","68,461","67,994","78,837","86,590","67,271","91,918","65,222","64,296","58,957","44,304","84,649","71,257","45,557","66,237","73,120","67,673","67,469","71,900","46,161","45,473","76,678","65,404","89,273","72,784","45,651","43,886","85,688","88,710","65,645","68,396","27,275","48,410","65,935","67,498","53,029","46,182","35,708","70,606","76,033","64,498","50,139","51,690","37,049","52,076","51,490","69,041","56,639","71,006","45,341","45,661","72,775","89,624","71,282","79,429","29,382","62,975","52,292","74,490","49,637","60,529","65,367","37,031","80,349","43,369","66,176","29,008","67,322","73,451","78,110","64,576","74,137","72,196","67,076","63,310","93,122","62,569","27,580"
520,"73,051","71,465","68,104","77,029","50,467","79,153","87,253","70,480","73,963","76,776","93,857","98,512","78,775","82,994","76,465","53,529","55,204","80,812","82,676","69,665","69,137","80,178","89,937","68,037","94,724","67,206","66,125","60,353","46,027","88,329","72,527","47,125","67,359","73,959","68,847","68,169","73,535","48,888","47,669","78,378","67,078","93,006","74,924","48,012","46,084","89,296","91,555","69,173","69,373","27,600","50,990","67,086","69,159","55,035","47,851","38,433","72,888","78,188","65,102","52,804","53,876","40,422","55,016","53,898","71,496","60,231","72,835","47,355","47,849","74,859","92,502","74,859","82,249","29,780","64,490","55,408","77,794","51,886","63,488","66,212","39,476","83,812","45,204","67,092","28,698","69,655","75,824","82,108","65,569","76,941","73,967","68,592","65,904","96,025","66,404","27,506"
540,"76,673","74,884","70,865","81,824","53,116","81,153","92,625","73,590","77,827","80,078","97,963","102,239","83,310","89,796","79,257","57,037","59,600","85,692","88,241","72,263","71,522","84,416","94,786","69,367","99,431","70,384","69,522","62,678","49,337","93,382","75,824","49,694","69,916","76,792","72,147","70,775","77,067","53,090","51,639","82,251","70,282","98,184","79,178","51,743","48,467","94,133","96,147","71,608","72,373","28,608","55,108","69,731","72,820","58,478","50,475","41,284","76,424","82,251","67,463","56,969","57,498","43,455","59,216","57,722","75,490","65,129","76,900","50,184","51,308","78,937","97,584","80,924","87,143","30,943","67,782","60,463","83,955","55,767","66,002","68,333","43,220","88,692","47,178","69,139","29,088","74,106","81,284","87,743","68,627","82,463","78,000","71,616","68,771","100,759","69,843","27,690"
560,"79,806","77,537","73,033","86,084","55,612","83,292","96,294","75,978","82,088","83,629","100,463","104,667","87,508","94,975","80,914","60,043","63,861","90,688","92,055","74,161","73,306","88,047","97,802","70,090","102,412","73,408","72,931","64,824","52,296","97,157","78,225","51,804","71,753","78,700","74,763","72,675","80,027","57,233","55,376","86,061","73,251","102,757","83,092","55,451","50,704","97,849","99,049","72,978","74,482","29,592","59,116","71,904","76,180","60,837","53,200","42,947","79,722","85,812","68,704","60,798","60,614","46,159","62,898","61,316","79,173","66,943","80,718","53,063","54,180","83,116","100,771","85,914","90,820","32,598","70,706","64,624","89,410","59,633","67,975","70,204","45,273","92,288","49,286","70,592","29,067","78,231","86,361","92,935","71,175","87,900","81,292","75,175","71,300","103,961","71,331","28,173"
580,"83,445","80,622","75,327","90,547","58,818","86,208","99,449","78,398","86,029","87,580","102,535","106,749","91,592","99,714","82,247","63,208","67,376","95,082","95,849","76,449","75,067","91,259","100,992","70,749","105,186","76,390","76,255","66,727","55,043","100,500","81,408","54,731","73,818","80,598","78,112","74,576","83,333","61,449","59,494","90,394","76,404","105,884","87,904","59,331","53,051","101,429","102,018","74,392","76,804","30,424","63,055","74,198","79,443","63,575","55,845","44,724","84,443","89,863","70,296","65,094","64,118","48,902","65,071","64,375","83,839","68,755","84,925","56,006","57,606","86,869","103,543","91,543","94,114","34,290","73,916","66,388","93,425","62,931","69,627","71,816","47,037","95,382","51,345","72,478","29,067","82,649","90,771","96,500","74,057","91,984","84,684","78,669","74,004","106,918","73,449","28,059"
