File_Type,GValue
File_Version,1
GP,
MTP_Type,96Wells_Square
MTP_Wells_X,12
MTP_Wells_Y,8
Timestamp,20210128_121107
MTP,2
Plate-ID,

Time (min),A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
440,"100,869","113,320","109,316","109,651","114,386","84,724","110,361","111,418","112,069","118,324","114,000","111,533","105,404","112,375","110,294","111,527","106,902","95,102","101,335","113,792","108,000","111,853","108,424","105,325","115,086","99,404","117,857","105,576","98,716","99,471","98,682","99,612","89,465","105,506","87,504","85,210","114,094","112,165","102,273","108,669","92,173","23,814","99,475","95,384","99,471","121,188","86,224","108,257","101,000","109,200","95,386","97,857","89,406","103,253","96,110","98,422","108,488","96,912","86,890","111,100","102,425","97,096","99,571","80,535","101,729","105,749","103,514","85,482","106,665","86,347","98,020","120,084","101,990","109,312","95,924","111,900","97,514","98,090","107,767","107,551","98,916","118,182","103,535","110,818","101,598","102,802","96,251","99,031","91,137","92,257","108,586","98,490","101,571","97,480","104,606","111,004"
460,"101,159","114,018","109,216","111,090","116,761","85,865","111,294","111,471","113,112","118,478","114,659","113,824","107,214","113,049","111,147","111,863","108,725","96,784","101,804","116,502","108,425","114,337","108,853","107,455","118,098","99,855","121,682","104,249","99,635","100,751","98,382","100,400","90,963","107,073","88,880","85,363","117,765","114,788","103,055","111,216","92,986","23,622","100,008","98,453","99,945","123,394","88,476","109,002","103,245","109,873","98,155","99,388","93,720","105,176","95,929","100,825","108,733","98,525","89,492","112,927","105,327","98,504","98,978","85,165","105,012","107,933","106,963","89,988","108,171","88,910","99,735","122,622","103,386","110,902","96,622","114,692","97,680","99,178","111,357","108,614","98,663","119,502","105,745","111,063","101,910","99,890","94,929","102,482","93,069","93,096","108,076","99,622","101,008","98,010","104,106","109,078"
480,"101,931","116,580","110,786","114,131","118,843","89,088","112,763","112,078","114,655","120,657","116,412","115,367","108,233","114,882","111,669","112,157","109,233","99,455","101,578","117,622","109,398","116,778","110,363","106,794","120,498","100,978","124,567","103,169","100,659","100,804","97,208","102,284","93,018","109,408","90,363","87,251","120,600","116,241","103,704","112,300","94,994","23,665","98,908","102,047","101,237","125,908","92,788","110,273","105,831","109,994","100,094","99,584","97,457","104,892","96,904","103,616","110,165","98,931","92,822","113,900","107,676","99,235","99,490","90,584","106,786","109,220","107,884","91,506","109,214","92,788","102,265","125,280","105,088","109,731","97,773","117,125","98,086","100,102","113,275","103,665","99,222","119,680","108,800","111,857","103,229","95,902","94,484","105,545","96,273","94,886","108,998","101,176","102,682","99,271","104,955","110,794"
500,"102,953","120,478","112,839","118,286","122,914","90,145","114,761","114,076","116,345","123,694","119,420","116,567","109,949","117,080","112,790","113,276","102,278","102,320","103,249","119,767","111,231","119,373","112,086","107,235","123,192","102,141","127,233","103,584","101,733","101,661","96,841","104,355","95,978","111,651","92,078","89,922","123,376","118,320","104,239","113,631","96,249","23,659","97,176","105,384","102,396","127,871","96,582","112,300","109,355","111,502","101,796","100,296","101,159","104,424","98,649","105,869","112,065","100,316","96,129","114,194","109,947","100,451","100,867","94,982","107,810","109,512","104,863","91,686","111,775","98,484","106,414","127,951","107,233","106,976","100,045","118,575","99,692","101,333","116,016","104,890","100,788","121,590","112,014","113,365","104,876","95,394","95,661","109,427","99,641","97,922","111,329","102,963","104,633","101,259","108,039","114,349"
520,"103,420","124,365","114,008","121,092","125,763","89,761","115,867","114,835","117,947","126,196","122,202","118,012","110,298","119,647","113,457","112,712","101,302","104,351","103,494","121,463","111,975","120,616","111,904","106,975","124,261","102,341","127,869","104,118","101,769","101,451","96,924","105,133","98,522","112,714","93,192","89,618","124,735","118,822","102,947","113,331","97,033","23,304","95,669","107,916","103,039","127,406","101,133","113,216","111,341","112,112","101,924","99,961","102,792","103,833","99,765","107,312","113,414","100,596","97,853","115,431","110,912","100,776","101,873","98,698","107,347","110,147","104,351","90,945","113,014","101,961","108,063","128,188","107,749","105,986","101,265","118,914","100,863","102,267","117,112","107,053","102,073","122,284","114,408","113,296","105,345","94,457","96,455","112,076","102,880","100,408","112,620","103,751","105,406","102,392","110,657","117,110"
540,"106,155","129,049","117,633","124,741","129,773","92,288","119,978","118,790","121,680","130,190","127,092","123,945","111,737","123,973","116,018","114,335","103,833","107,378","104,959","123,908","114,982","123,922","114,314","109,239","127,282","104,057","130,027","106,578","103,675","103,573","99,584","107,553","101,690","115,982","95,606","90,053","128,980","122,173","103,427","115,182","99,084","23,345","97,227","112,812","104,994","128,404","104,541","116,155","113,898","114,590","103,851","101,922","105,800","105,553","102,580","111,059","117,122","103,194","100,625","117,473","113,384","103,280","104,251","102,222","108,604","113,149","107,525","93,155","116,035","105,508","112,469","129,824","110,241","107,371","103,796","121,843","103,665","104,453","120,002","109,457","104,627","124,743","117,310","116,275","106,757","96,976","98,443","116,633","108,043","105,125","116,912","106,722","107,661","104,902","115,627","122,690"
560,"111,861","134,184","122,678","129,755","133,924","95,802","124,961","124,051","126,908","133,294","132,180","129,508","115,575","128,937","121,151","119,194","109,484","112,165","108,522","128,969","119,902","127,733","118,714","113,116","131,776","107,061","133,131","110,467","106,376","107,047","103,602","111,531","105,557","120,890","99,075","93,410","132,927","127,625","107,576","118,710","102,896","23,463","100,933","119,031","108,173","130,653","106,247","121,698","118,035","119,188","107,255","104,655","109,971","109,222","106,175","116,186","122,318","108,690","105,986","122,667","117,278","107,255","108,878","105,365","111,153","117,129","110,833","96,853","121,084","112,127","117,308","133,476","114,559","110,780","107,576","126,447","107,459","107,733","124,780","113,806","109,137","128,939","121,637","120,314","110,610","100,933","101,976","122,198","115,598","111,557","121,884","110,978","112,486","109,798","121,437","127,859"
580,"114,898","135,133","124,861","130,982","134,363","95,420","127,325","125,608","128,531","133,629","133,059","130,965","117,473","130,043","122,129","120,967","112,912","114,529","109,537","129,902","121,445","128,722","120,480","114,255","132,384","108,096","132,920","111,449","107,188","107,820","105,010","113,349","106,296","122,259","100,163","92,567","133,339","129,173","107,908","119,976","105,135","23,100","102,716","122,025","109,457","130,067","106,416","123,402","118,733","121,008","107,345","105,018","111,657","110,749","107,051","118,941","124,182","110,551","108,314","124,827","117,939","108,831","109,996","105,624","110,657","118,869","112,057","98,457","122,284","114,504","118,543","132,792","116,457","110,063","109,282","127,347","109,027","108,165","125,986","115,500","111,292","129,692","123,690","121,645","111,273","102,404","104,731","123,625","117,663","114,092","124,608","112,978","114,455","111,665","123,369","130,110"
600,"119,963","139,143","129,922","134,967","137,998","97,084","132,127","130,961","132,886","136,739","136,494","136,280","123,276","133,757","127,337","125,927","119,067","119,624","114,043","133,806","125,467","131,925","124,869","119,114","136,351","112,080","135,731","115,282","111,598","112,159","109,410","118,065","109,122","127,084","102,931","94,865","136,971","132,441","108,986","124,647","108,786","23,273","107,429","126,947","113,755","132,894","109,941","128,655","122,339","125,600","110,388","108,373","116,331","115,435","110,873","123,598","128,090","115,212","114,145","130,259","121,808","112,547","114,624","108,831","114,157","123,920","116,578","101,778","126,380","119,618","122,882","136,002","120,516","113,024","112,737","132,596","113,171","111,443","129,445","120,488","115,427","132,978","127,433","125,629","115,116","105,724","107,296","128,545","123,873","119,400","129,520","117,978","119,708","115,992","127,865","135,508"
620,"124,433","140,545","132,504","136,239","139,004","97,825","134,457","133,490","134,604","137,706","137,525","138,990","126,590","135,259","129,835","128,322","122,810","123,775","116,967","135,184","128,780","133,069","127,575","121,700","138,173","115,676","136,308","117,545","114,178","114,645","113,698","120,412","111,380","128,780","104,245","96,104","138,857","134,171","109,210","127,024","110,578","23,169","111,324","129,633","116,955","133,173","111,843","131,380","125,010","128,829","111,800","111,592","122,029","118,900","113,318","126,016","130,186","117,410","116,737","132,157","123,631","115,833","116,533","110,625","115,739","125,961","119,484","104,796","128,071","122,922","125,037","136,996","122,433","116,457","115,422","134,047","115,412","113,365","132,667","123,057","118,310","133,912","129,588","127,729","119,031","107,280","108,324","130,733","127,212","122,765","131,680","119,959","121,761","118,382","131,365","137,969"
